optimal_tour,optimal_tour_length,gcn_tour,gcn_tour_length,score,time
"{1, 2, 15, 18, 12, 19, 16, 13, 7, 8, 9, 11, 17, 5, 6, 3, 10, 20, 14, 4, 1}",3.616790,"{1, 2, 18, 15, 12, 19, 10, 3, 20, 14, 4, 6, 5, 17, 11, 9, 8, 7, 13, 16, 1}",4.041545,0.117440,0.044498
"{1, 19, 17, 4, 11, 5, 6, 15, 16, 3, 13, 12, 10, 2, 9, 18, 20, 14, 8, 7, 1}",3.516504,"{1, 19, 7, 8, 14, 20, 18, 9, 2, 10, 12, 3, 16, 13, 15, 5, 6, 4, 17, 11, 1}",3.618783,0.029086,0.044376
"{1, 18, 9, 13, 20, 14, 4, 10, 8, 15, 6, 16, 7, 19, 5, 17, 11, 2, 12, 3, 1}",3.854877,"{1, 3, 12, 2, 18, 9, 13, 20, 14, 4, 10, 8, 15, 6, 16, 7, 19, 5, 17, 11, 1}",3.943612,0.023019,0.045138
"{1, 4, 9, 18, 13, 20, 11, 12, 6, 15, 16, 19, 10, 17, 8, 2, 3, 7, 14, 5, 1}",4.087495,"{1, 4, 5, 14, 7, 3, 2, 8, 17, 10, 19, 16, 15, 6, 12, 11, 20, 13, 18, 9, 1}",4.112499,0.006117,0.046131
"{1, 11, 12, 7, 19, 6, 5, 2, 4, 17, 16, 3, 10, 15, 14, 20, 18, 8, 9, 13, 1}",3.732936,"{1, 11, 12, 19, 7, 6, 5, 2, 4, 17, 16, 3, 10, 15, 14, 20, 18, 8, 9, 13, 1}",3.794661,0.016535,0.046199
"{1, 16, 13, 20, 2, 14, 9, 15, 10, 11, 5, 18, 17, 3, 19, 4, 8, 6, 7, 12, 1}",3.667711,"{1, 16, 13, 20, 2, 14, 9, 15, 10, 11, 5, 18, 17, 3, 19, 4, 8, 6, 7, 12, 1}",3.667711,0.000000,0.046369
"{1, 19, 2, 9, 18, 14, 4, 12, 20, 10, 7, 17, 3, 5, 16, 6, 8, 13, 15, 11, 1}",3.957595,"{1, 19, 2, 9, 18, 14, 4, 12, 20, 10, 7, 17, 3, 5, 16, 6, 8, 13, 15, 11, 1}",3.957595,0.000000,0.046332
"{1, 17, 20, 10, 8, 2, 4, 15, 14, 3, 12, 19, 16, 9, 6, 13, 11, 7, 18, 5, 1}",3.462379,"{1, 17, 20, 10, 8, 4, 2, 15, 14, 3, 12, 19, 16, 9, 6, 13, 11, 7, 18, 5, 1}",3.468413,0.001743,0.044810
"{1, 5, 6, 12, 18, 17, 19, 9, 10, 3, 2, 8, 15, 7, 4, 11, 13, 20, 14, 16, 1}",3.929320,"{1, 6, 5, 2, 8, 15, 7, 4, 11, 13, 20, 14, 16, 12, 18, 17, 19, 9, 10, 3, 1}",4.220666,0.074147,0.044341
"{1, 5, 8, 12, 17, 3, 18, 20, 6, 16, 9, 13, 4, 15, 11, 19, 10, 7, 2, 14, 1}",3.259869,"{1, 14, 2, 19, 11, 15, 4, 13, 6, 9, 16, 20, 18, 3, 17, 12, 8, 5, 7, 10, 1}",3.363413,0.031763,0.044503
"{1, 5, 10, 17, 19, 4, 15, 12, 6, 7, 13, 11, 14, 3, 8, 20, 16, 18, 2, 9, 1}",4.474344,"{1, 13, 7, 6, 12, 15, 4, 19, 17, 5, 10, 2, 9, 18, 16, 20, 8, 3, 14, 11, 1}",4.645854,0.038332,0.044353
"{1, 8, 4, 10, 14, 12, 7, 9, 2, 5, 19, 6, 3, 20, 11, 18, 13, 17, 15, 16, 1}",4.033560,"{1, 8, 10, 4, 5, 19, 2, 14, 12, 7, 9, 6, 3, 20, 11, 18, 13, 17, 15, 16, 1}",4.145606,0.027778,0.044612
"{1, 4, 2, 5, 19, 11, 14, 3, 20, 9, 6, 16, 10, 18, 17, 8, 13, 7, 12, 15, 1}",4.377863,"{1, 15, 12, 7, 13, 8, 17, 18, 10, 9, 19, 5, 2, 4, 11, 14, 3, 20, 6, 16, 1}",5.053585,0.154350,0.044656
"{1, 6, 3, 5, 13, 20, 8, 7, 2, 10, 17, 18, 4, 9, 14, 19, 15, 12, 16, 11, 1}",3.820668,"{1, 6, 8, 7, 2, 10, 17, 18, 4, 9, 14, 19, 15, 12, 16, 11, 3, 5, 20, 13, 1}",4.154680,0.087423,0.044613
"{1, 5, 9, 11, 13, 17, 6, 12, 4, 19, 18, 20, 14, 15, 7, 16, 3, 10, 2, 8, 1}",3.930455,"{1, 8, 2, 10, 3, 16, 7, 15, 14, 20, 18, 19, 4, 12, 6, 17, 13, 11, 5, 9, 1}",3.943309,0.003270,0.046298
"{1, 6, 18, 13, 8, 10, 17, 7, 11, 5, 12, 19, 20, 15, 4, 2, 9, 14, 16, 3, 1}",3.455125,"{1, 3, 6, 18, 16, 14, 13, 9, 2, 15, 4, 20, 8, 10, 17, 19, 12, 5, 11, 7, 1}",3.708677,0.073384,0.046394
"{1, 19, 18, 15, 6, 16, 14, 8, 17, 2, 7, 10, 5, 3, 11, 20, 12, 13, 4, 9, 1}",3.944820,"{1, 9, 4, 13, 12, 20, 11, 3, 5, 10, 7, 2, 17, 8, 14, 16, 19, 18, 15, 6, 1}",3.998952,0.013722,0.046205
"{1, 6, 4, 7, 3, 8, 15, 17, 13, 10, 16, 5, 18, 14, 19, 12, 20, 11, 2, 9, 1}",3.946614,"{1, 9, 2, 11, 20, 12, 19, 14, 18, 5, 16, 10, 13, 17, 15, 8, 3, 7, 4, 6, 1}",3.946614,0.000000,0.046220
"{1, 20, 12, 9, 2, 6, 17, 10, 14, 8, 7, 11, 13, 3, 15, 19, 4, 5, 16, 18, 1}",3.654491,"{1, 12, 9, 6, 2, 17, 10, 14, 8, 11, 13, 7, 3, 15, 19, 4, 5, 16, 18, 20, 1}",3.739825,0.023350,0.045854
"{1, 16, 17, 7, 14, 8, 2, 13, 5, 19, 20, 4, 15, 11, 12, 18, 10, 9, 6, 3, 1}",3.976553,"{1, 3, 6, 9, 10, 18, 12, 11, 15, 4, 20, 19, 5, 13, 2, 7, 14, 8, 17, 16, 1}",3.987842,0.002839,0.046550
"{1, 12, 14, 15, 19, 13, 4, 16, 2, 9, 5, 18, 8, 6, 17, 10, 7, 3, 20, 11, 1}",3.995486,"{1, 11, 20, 3, 7, 10, 17, 6, 8, 18, 5, 9, 2, 16, 4, 13, 19, 15, 14, 12, 1}",3.995486,0.000000,0.046502
"{1, 13, 16, 17, 11, 6, 12, 18, 3, 9, 5, 19, 20, 7, 2, 4, 10, 8, 15, 14, 1}",4.001853,"{1, 14, 13, 16, 17, 11, 6, 18, 12, 3, 9, 5, 19, 20, 7, 2, 4, 15, 8, 10, 1}",4.178300,0.044091,0.045968
"{1, 17, 15, 18, 5, 20, 3, 7, 6, 10, 19, 4, 2, 16, 13, 8, 12, 14, 11, 9, 1}",3.961901,"{1, 9, 17, 11, 14, 12, 8, 13, 16, 2, 4, 15, 18, 5, 20, 19, 10, 7, 3, 6, 1}",4.346484,0.097070,0.046659
"{1, 9, 11, 4, 7, 18, 19, 6, 20, 3, 2, 17, 8, 5, 10, 14, 16, 13, 12, 15, 1}",4.078098,"{1, 9, 11, 4, 7, 18, 19, 6, 20, 3, 2, 17, 8, 5, 10, 14, 16, 13, 12, 15, 1}",4.078098,0.000000,0.046296
"{1, 6, 8, 14, 15, 10, 2, 19, 3, 12, 17, 4, 13, 7, 16, 11, 5, 18, 20, 9, 1}",3.958234,"{1, 6, 8, 14, 15, 10, 2, 19, 3, 12, 17, 4, 13, 7, 16, 11, 5, 18, 20, 9, 1}",3.958234,0.000000,0.046104
"{1, 15, 2, 10, 17, 14, 13, 3, 18, 9, 7, 8, 6, 19, 20, 4, 16, 11, 5, 12, 1}",4.037652,"{1, 15, 2, 10, 17, 14, 13, 3, 18, 9, 7, 8, 6, 19, 20, 4, 16, 11, 5, 12, 1}",4.037652,0.000000,0.046112
"{1, 2, 7, 9, 13, 11, 20, 14, 18, 12, 10, 15, 6, 17, 3, 5, 19, 16, 8, 4, 1}",3.980897,"{1, 7, 2, 4, 8, 16, 19, 5, 3, 17, 6, 15, 10, 12, 18, 14, 20, 11, 13, 9, 1}",4.069563,0.022273,0.046483
"{1, 12, 7, 20, 5, 2, 4, 14, 9, 13, 11, 10, 19, 3, 18, 6, 16, 17, 15, 8, 1}",3.577468,"{1, 8, 15, 17, 16, 6, 19, 11, 10, 13, 9, 14, 4, 2, 3, 18, 5, 20, 7, 12, 1}",3.630030,0.014693,0.046028
"{1, 11, 15, 5, 20, 3, 13, 17, 2, 4, 16, 19, 6, 8, 7, 14, 10, 9, 18, 12, 1}",4.204304,"{1, 11, 15, 5, 20, 3, 13, 17, 19, 2, 16, 4, 8, 7, 14, 10, 9, 6, 18, 12, 1}",4.365294,0.038292,0.045414
"{1, 18, 19, 4, 3, 8, 5, 12, 9, 14, 2, 13, 17, 16, 15, 20, 11, 7, 10, 6, 1}",3.502411,"{1, 10, 7, 11, 20, 15, 16, 17, 13, 2, 14, 9, 12, 5, 8, 3, 4, 19, 18, 6, 1}",3.515711,0.003797,0.045264
"{1, 2, 12, 7, 18, 4, 11, 6, 3, 9, 5, 8, 20, 19, 10, 14, 16, 17, 13, 15, 1}",4.113691,"{1, 2, 12, 7, 18, 4, 11, 6, 3, 9, 5, 8, 20, 19, 10, 14, 16, 17, 13, 15, 1}",4.113691,0.000000,0.045474
"{1, 9, 6, 19, 4, 8, 17, 18, 15, 2, 5, 11, 12, 20, 13, 10, 16, 14, 7, 3, 1}",4.066080,"{1, 3, 7, 14, 16, 10, 13, 20, 12, 11, 5, 2, 15, 18, 17, 8, 4, 19, 6, 9, 1}",4.066080,0.000000,0.045452
"{1, 9, 10, 11, 2, 13, 12, 20, 5, 3, 19, 18, 15, 6, 16, 14, 7, 8, 4, 17, 1}",3.598290,"{1, 9, 10, 11, 2, 13, 12, 5, 20, 3, 19, 18, 15, 6, 16, 14, 7, 8, 4, 17, 1}",3.605056,0.001880,0.044968
"{1, 2, 9, 12, 13, 3, 10, 4, 6, 18, 14, 8, 11, 16, 5, 15, 7, 20, 19, 17, 1}",3.516399,"{1, 2, 9, 12, 13, 3, 10, 4, 6, 18, 14, 8, 11, 16, 5, 15, 7, 20, 19, 17, 1}",3.516399,0.000000,0.044643
"{1, 2, 4, 20, 14, 17, 13, 11, 5, 6, 19, 7, 15, 9, 18, 10, 3, 8, 12, 16, 1}",3.891831,"{1, 16, 12, 8, 3, 15, 9, 7, 19, 18, 10, 20, 14, 17, 13, 6, 5, 11, 4, 2, 1}",4.004581,0.028971,0.045251
"{1, 2, 6, 3, 10, 18, 13, 12, 19, 17, 11, 20, 5, 16, 7, 14, 9, 15, 4, 8, 1}",3.800381,"{1, 8, 4, 15, 3, 10, 18, 12, 13, 19, 17, 11, 20, 5, 16, 7, 14, 9, 2, 6, 1}",3.835223,0.009168,0.044365
"{1, 15, 19, 8, 13, 2, 14, 10, 4, 5, 12, 18, 16, 7, 11, 9, 17, 3, 20, 6, 1}",3.667042,"{1, 6, 20, 3, 17, 9, 11, 7, 16, 18, 8, 15, 19, 13, 2, 14, 10, 4, 5, 12, 1}",4.110488,0.120927,0.045669
"{1, 9, 15, 11, 17, 10, 18, 2, 14, 6, 3, 8, 13, 16, 7, 12, 19, 20, 5, 4, 1}",4.055207,"{1, 4, 5, 20, 19, 12, 7, 16, 13, 8, 3, 6, 14, 2, 18, 10, 17, 11, 15, 9, 1}",4.055207,0.000000,0.045106
"{1, 15, 10, 18, 20, 12, 2, 6, 16, 17, 19, 3, 8, 11, 7, 9, 14, 13, 4, 5, 1}",4.389879,"{1, 5, 4, 14, 13, 10, 15, 18, 20, 12, 2, 6, 16, 17, 19, 3, 8, 11, 7, 9, 1}",4.650163,0.059292,0.045085
"{1, 20, 4, 14, 2, 19, 12, 3, 16, 15, 10, 6, 7, 13, 11, 18, 17, 5, 9, 8, 1}",4.082561,"{1, 8, 9, 5, 17, 18, 11, 13, 7, 6, 10, 15, 16, 3, 12, 19, 2, 14, 4, 20, 1}",4.082561,0.000000,0.045010
"{1, 17, 11, 6, 7, 13, 8, 4, 10, 2, 9, 3, 19, 16, 12, 18, 15, 5, 14, 20, 1}",3.809580,"{1, 20, 14, 15, 18, 12, 16, 5, 13, 8, 4, 19, 3, 10, 9, 2, 11, 6, 7, 17, 1}",3.932651,0.032306,0.045227
"{1, 19, 6, 4, 14, 3, 7, 20, 13, 16, 8, 5, 11, 10, 2, 17, 15, 9, 18, 12, 1}",3.916399,"{1, 12, 14, 3, 7, 20, 13, 16, 8, 5, 11, 10, 2, 17, 15, 9, 18, 19, 6, 4, 1}",3.958911,0.010855,0.045346
"{1, 18, 12, 3, 7, 6, 14, 20, 4, 2, 9, 11, 19, 16, 8, 15, 5, 13, 17, 10, 1}",3.403746,"{1, 18, 12, 3, 7, 6, 14, 20, 4, 2, 9, 11, 19, 16, 8, 15, 5, 13, 17, 10, 1}",3.403746,0.000000,0.046522
"{1, 18, 8, 3, 16, 14, 9, 10, 20, 7, 6, 19, 17, 12, 13, 15, 11, 5, 4, 2, 1}",3.786210,"{1, 18, 8, 3, 16, 14, 9, 10, 7, 6, 19, 17, 12, 20, 13, 15, 11, 5, 4, 2, 1}",3.946373,0.042302,0.046350
"{1, 3, 5, 4, 6, 2, 17, 18, 20, 15, 19, 7, 11, 16, 10, 12, 14, 8, 9, 13, 1}",3.457873,"{1, 3, 5, 6, 4, 13, 8, 14, 10, 12, 9, 11, 7, 16, 19, 15, 20, 18, 17, 2, 1}",3.680458,0.064370,0.046057
"{1, 15, 14, 7, 20, 16, 2, 18, 3, 4, 19, 13, 8, 6, 17, 11, 5, 12, 10, 9, 1}",4.086621,"{1, 9, 10, 12, 5, 11, 17, 6, 8, 13, 19, 4, 3, 20, 7, 14, 15, 16, 2, 18, 1}",4.251437,0.040331,0.045845
"{1, 9, 15, 7, 18, 8, 5, 13, 2, 17, 16, 3, 6, 19, 11, 4, 14, 10, 12, 20, 1}",3.457247,"{1, 20, 12, 10, 14, 4, 11, 17, 2, 13, 5, 8, 18, 7, 9, 15, 16, 3, 19, 6, 1}",3.592762,0.039197,0.045995
"{1, 5, 12, 19, 6, 4, 16, 13, 9, 17, 10, 20, 7, 2, 15, 11, 18, 8, 3, 14, 1}",3.796473,"{1, 5, 12, 19, 6, 4, 16, 13, 9, 17, 10, 20, 7, 2, 15, 11, 18, 8, 3, 14, 1}",3.796473,0.000000,0.045907
"{1, 5, 17, 20, 11, 4, 19, 8, 3, 10, 13, 18, 6, 7, 2, 12, 16, 9, 14, 15, 1}",3.622308,"{1, 15, 14, 9, 16, 12, 2, 7, 6, 18, 13, 10, 3, 8, 19, 4, 11, 20, 17, 5, 1}",3.622308,0.000000,0.046997
"{1, 12, 6, 5, 2, 17, 20, 18, 9, 8, 16, 10, 3, 15, 4, 13, 14, 19, 7, 11, 1}",3.475164,"{1, 12, 5, 6, 11, 7, 19, 14, 13, 4, 15, 3, 10, 16, 8, 9, 18, 20, 17, 2, 1}",3.571984,0.027860,0.046116
"{1, 11, 10, 15, 12, 5, 3, 6, 14, 18, 2, 8, 16, 17, 4, 13, 9, 19, 7, 20, 1}",3.929141,"{1, 20, 7, 19, 9, 13, 4, 17, 16, 8, 2, 18, 14, 6, 3, 5, 12, 15, 10, 11, 1}",3.929140,0.000000,0.046028
"{1, 15, 6, 18, 17, 4, 19, 3, 14, 8, 11, 9, 20, 5, 2, 7, 13, 12, 16, 10, 1}",3.778111,"{1, 10, 16, 12, 13, 7, 2, 5, 20, 9, 11, 8, 14, 4, 17, 19, 3, 18, 6, 15, 1}",3.838388,0.015954,0.046107
"{1, 11, 8, 19, 7, 12, 17, 14, 3, 16, 5, 13, 10, 20, 4, 2, 9, 18, 15, 6, 1}",3.478118,"{1, 11, 8, 19, 7, 12, 17, 14, 3, 16, 5, 13, 10, 20, 4, 2, 9, 18, 15, 6, 1}",3.478118,0.000000,0.046093
"{1, 15, 3, 14, 12, 7, 17, 8, 10, 9, 11, 20, 16, 13, 18, 4, 19, 6, 2, 5, 1}",3.529966,"{1, 5, 2, 6, 19, 4, 18, 13, 16, 20, 11, 9, 10, 8, 17, 7, 12, 14, 3, 15, 1}",3.529966,0.000000,0.045896
"{1, 20, 2, 12, 14, 11, 13, 6, 5, 15, 9, 18, 7, 10, 17, 16, 3, 19, 8, 4, 1}",4.004406,"{1, 4, 8, 19, 3, 16, 17, 10, 7, 18, 9, 15, 5, 13, 6, 2, 20, 12, 14, 11, 1}",4.424607,0.104934,0.046082
"{1, 9, 8, 18, 17, 10, 5, 15, 4, 6, 12, 20, 16, 14, 13, 2, 3, 7, 11, 19, 1}",3.105860,"{1, 19, 7, 11, 14, 13, 16, 20, 12, 6, 4, 15, 5, 17, 18, 8, 9, 10, 2, 3, 1}",3.256462,0.048490,0.046402
"{1, 13, 11, 19, 2, 5, 8, 15, 17, 3, 6, 18, 20, 16, 7, 10, 14, 12, 4, 9, 1}",3.494321,"{1, 9, 4, 12, 14, 10, 7, 16, 20, 18, 3, 6, 17, 15, 8, 5, 2, 19, 11, 13, 1}",3.524162,0.008540,0.046754
"{1, 5, 6, 4, 2, 8, 13, 14, 11, 17, 19, 15, 12, 3, 9, 18, 10, 16, 7, 20, 1}",3.948159,"{1, 5, 4, 2, 8, 13, 14, 11, 17, 19, 15, 12, 3, 9, 18, 10, 16, 7, 20, 6, 1}",4.028641,0.020385,0.046154
"{1, 5, 18, 20, 4, 9, 7, 11, 8, 19, 6, 13, 2, 12, 3, 15, 16, 10, 14, 17, 1}",4.208797,"{1, 8, 19, 6, 13, 2, 12, 3, 15, 16, 10, 17, 14, 18, 20, 4, 9, 7, 11, 5, 1}",4.328307,0.028395,0.046093
"{1, 8, 13, 18, 16, 6, 10, 5, 9, 20, 14, 12, 19, 15, 11, 17, 2, 3, 4, 7, 1}",4.056830,"{1, 7, 20, 14, 12, 19, 4, 3, 2, 15, 17, 11, 5, 10, 6, 16, 18, 9, 8, 13, 1}",4.107023,0.012372,0.046212
"{1, 10, 3, 17, 14, 19, 13, 15, 7, 4, 2, 5, 12, 11, 6, 18, 16, 20, 8, 9, 1}",4.445574,"{1, 9, 8, 14, 17, 10, 3, 19, 13, 15, 7, 4, 2, 5, 11, 12, 6, 18, 16, 20, 1}",4.524979,0.017862,0.046393
"{1, 8, 5, 6, 13, 2, 3, 20, 17, 7, 12, 11, 19, 4, 16, 14, 10, 9, 18, 15, 1}",3.278304,"{1, 8, 5, 6, 13, 2, 3, 20, 17, 7, 12, 11, 19, 4, 16, 14, 10, 9, 18, 15, 1}",3.278304,0.000000,0.046424
"{1, 3, 9, 17, 15, 18, 4, 7, 10, 13, 16, 2, 11, 6, 20, 12, 14, 8, 5, 19, 1}",3.894295,"{1, 19, 5, 8, 14, 12, 6, 20, 11, 16, 2, 13, 10, 7, 4, 18, 15, 17, 9, 3, 1}",3.899145,0.001245,0.046131
"{1, 18, 14, 9, 5, 15, 3, 17, 12, 11, 2, 16, 6, 4, 10, 20, 19, 8, 7, 13, 1}",3.655360,"{1, 18, 9, 5, 15, 3, 17, 12, 11, 2, 16, 6, 4, 20, 19, 8, 10, 7, 13, 14, 1}",3.716596,0.016752,0.046147
"{1, 19, 7, 17, 11, 2, 13, 14, 16, 8, 15, 6, 9, 20, 12, 3, 18, 10, 4, 5, 1}",3.946082,"{1, 5, 7, 17, 11, 2, 13, 14, 16, 8, 15, 9, 6, 20, 12, 3, 18, 10, 4, 19, 1}",3.972712,0.006748,0.046208
"{1, 2, 16, 11, 12, 4, 17, 9, 18, 7, 13, 6, 19, 10, 20, 14, 8, 3, 5, 15, 1}",3.867269,"{1, 2, 16, 11, 12, 4, 17, 9, 18, 15, 3, 8, 5, 14, 20, 10, 19, 6, 13, 7, 1}",4.115661,0.064229,0.045837
"{1, 13, 3, 12, 5, 16, 10, 19, 11, 15, 9, 2, 4, 8, 6, 7, 20, 17, 14, 18, 1}",4.183611,"{1, 13, 3, 12, 5, 16, 10, 19, 11, 15, 9, 2, 7, 4, 8, 6, 17, 14, 20, 18, 1}",4.225765,0.010076,0.045994
"{1, 8, 19, 13, 10, 5, 2, 14, 17, 7, 11, 16, 20, 12, 15, 3, 9, 4, 6, 18, 1}",3.956781,"{1, 18, 12, 20, 16, 11, 7, 17, 14, 2, 5, 10, 13, 19, 8, 6, 4, 9, 15, 3, 1}",4.584984,0.158766,0.045906
"{1, 3, 2, 9, 4, 19, 5, 6, 17, 12, 8, 18, 13, 15, 10, 14, 20, 16, 7, 11, 1}",3.756205,"{1, 11, 7, 16, 20, 14, 10, 15, 13, 18, 8, 12, 17, 6, 5, 19, 4, 9, 3, 2, 1}",3.785581,0.007821,0.045667
"{1, 13, 2, 14, 8, 20, 10, 12, 17, 16, 3, 11, 4, 15, 5, 18, 19, 7, 9, 6, 1}",4.248053,"{1, 13, 14, 2, 8, 10, 20, 12, 17, 16, 3, 11, 4, 15, 5, 18, 19, 7, 9, 6, 1}",4.351764,0.024414,0.046124
"{1, 13, 3, 8, 20, 6, 10, 7, 17, 16, 12, 9, 19, 11, 2, 15, 18, 5, 4, 14, 1}",3.999318,"{1, 14, 4, 5, 18, 11, 19, 2, 15, 10, 9, 12, 16, 17, 7, 6, 20, 3, 13, 8, 1}",4.105893,0.026648,0.045497
"{1, 2, 15, 3, 19, 14, 6, 20, 16, 12, 7, 9, 4, 5, 17, 18, 8, 10, 11, 13, 1}",3.700485,"{1, 2, 15, 19, 3, 14, 6, 20, 16, 12, 7, 9, 4, 17, 5, 18, 8, 10, 11, 13, 1}",3.729156,0.007748,0.046217
"{1, 5, 4, 14, 16, 11, 2, 3, 12, 18, 13, 17, 8, 20, 19, 9, 15, 6, 7, 10, 1}",3.319169,"{1, 5, 4, 14, 16, 11, 2, 3, 12, 18, 13, 17, 8, 20, 19, 9, 15, 6, 7, 10, 1}",3.319169,0.000000,0.047170
"{1, 9, 20, 3, 17, 15, 18, 13, 16, 19, 14, 11, 12, 4, 10, 8, 6, 2, 7, 5, 1}",4.134709,"{1, 5, 7, 2, 6, 8, 10, 4, 12, 11, 19, 14, 9, 20, 3, 17, 15, 18, 13, 16, 1}",4.613242,0.115736,0.046134
"{1, 20, 7, 13, 18, 17, 8, 19, 14, 11, 15, 4, 6, 10, 9, 12, 2, 5, 3, 16, 1}",4.036454,"{1, 20, 7, 13, 18, 17, 8, 19, 14, 11, 15, 4, 6, 10, 9, 12, 2, 5, 3, 16, 1}",4.036454,0.000000,0.046030
"{1, 13, 16, 17, 12, 8, 15, 3, 6, 14, 5, 10, 19, 2, 11, 18, 9, 4, 20, 7, 1}",3.812236,"{1, 13, 17, 16, 15, 8, 12, 5, 3, 6, 14, 19, 2, 10, 18, 11, 9, 4, 20, 7, 1}",3.928894,0.030601,0.045807
"{1, 6, 11, 9, 10, 3, 19, 12, 13, 14, 5, 15, 20, 2, 8, 7, 17, 16, 4, 18, 1}",3.559151,"{1, 18, 4, 16, 17, 7, 8, 2, 20, 15, 5, 14, 13, 19, 12, 3, 10, 9, 11, 6, 1}",3.593642,0.009691,0.045269
"{1, 14, 11, 12, 18, 3, 8, 16, 15, 19, 2, 6, 5, 7, 17, 13, 4, 10, 20, 9, 1}",3.964049,"{1, 14, 11, 12, 18, 3, 8, 16, 15, 19, 2, 6, 5, 7, 17, 13, 4, 10, 9, 20, 1}",3.973770,0.002452,0.045151
"{1, 11, 16, 10, 18, 12, 13, 7, 3, 5, 14, 17, 19, 4, 8, 20, 15, 2, 6, 9, 1}",3.863934,"{1, 11, 10, 18, 16, 6, 9, 2, 15, 20, 8, 4, 19, 17, 14, 5, 3, 12, 13, 7, 1}",4.061883,0.051230,0.044944
"{1, 3, 8, 2, 6, 4, 5, 11, 16, 20, 15, 7, 18, 9, 14, 12, 17, 13, 19, 10, 1}",4.261394,"{1, 10, 14, 18, 9, 12, 17, 13, 19, 2, 6, 4, 8, 3, 15, 7, 20, 16, 11, 5, 1}",4.581063,0.075015,0.044517
"{1, 20, 14, 15, 13, 9, 4, 8, 16, 19, 6, 2, 18, 12, 7, 10, 3, 5, 17, 11, 1}",4.138636,"{1, 20, 14, 15, 13, 9, 4, 8, 16, 19, 6, 2, 18, 12, 7, 10, 11, 17, 5, 3, 1}",4.161664,0.005564,0.046253
"{1, 20, 19, 14, 2, 5, 8, 4, 17, 10, 18, 7, 16, 15, 6, 11, 3, 9, 13, 12, 1}",3.513276,"{1, 12, 13, 9, 16, 15, 7, 18, 10, 17, 4, 8, 5, 2, 14, 19, 20, 3, 11, 6, 1}",4.336679,0.234369,0.046175
"{1, 12, 10, 2, 9, 14, 13, 16, 17, 19, 20, 15, 5, 4, 18, 8, 11, 6, 3, 7, 1}",3.749182,"{1, 12, 10, 2, 13, 14, 9, 16, 17, 19, 20, 15, 5, 4, 18, 8, 11, 6, 3, 7, 1}",3.772195,0.006138,0.045747
"{1, 2, 17, 19, 7, 6, 18, 14, 9, 8, 4, 20, 5, 13, 12, 16, 11, 10, 15, 3, 1}",4.333963,"{1, 3, 15, 10, 11, 16, 12, 13, 5, 20, 4, 8, 9, 14, 18, 6, 7, 2, 17, 19, 1}",4.372023,0.008782,0.046622
"{1, 9, 20, 18, 5, 2, 8, 10, 14, 3, 17, 12, 15, 4, 6, 11, 7, 19, 13, 16, 1}",3.841305,"{1, 16, 13, 9, 20, 18, 5, 2, 8, 10, 14, 3, 17, 12, 15, 4, 6, 11, 7, 19, 1}",4.000350,0.041404,0.046042
"{1, 7, 3, 15, 19, 18, 16, 4, 6, 17, 14, 9, 2, 20, 11, 10, 5, 12, 8, 13, 1}",3.777592,"{1, 7, 3, 15, 19, 18, 16, 4, 6, 17, 14, 2, 9, 20, 11, 10, 5, 12, 8, 13, 1}",3.799459,0.005788,0.046515
"{1, 11, 10, 19, 17, 14, 9, 5, 3, 16, 18, 2, 8, 12, 6, 15, 13, 4, 20, 7, 1}",3.519208,"{1, 11, 10, 19, 17, 14, 9, 5, 3, 16, 18, 2, 8, 12, 6, 15, 13, 4, 20, 7, 1}",3.519208,0.000000,0.045990
"{1, 7, 5, 2, 9, 12, 15, 20, 18, 10, 17, 8, 13, 3, 11, 4, 16, 14, 19, 6, 1}",3.556945,"{1, 7, 5, 2, 9, 12, 15, 20, 18, 10, 17, 8, 13, 3, 11, 4, 16, 14, 19, 6, 1}",3.556945,0.000000,0.046429
"{1, 20, 16, 4, 3, 5, 15, 7, 13, 10, 9, 17, 18, 14, 19, 12, 11, 8, 6, 2, 1}",3.774401,"{1, 2, 6, 8, 11, 12, 19, 14, 18, 17, 9, 10, 13, 7, 15, 5, 3, 4, 16, 20, 1}",3.774401,0.000000,0.045937
"{1, 12, 18, 5, 10, 2, 4, 11, 3, 13, 19, 20, 6, 15, 9, 14, 17, 16, 7, 8, 1}",3.317836,"{1, 12, 18, 5, 10, 2, 4, 11, 3, 13, 19, 20, 6, 15, 9, 14, 17, 16, 7, 8, 1}",3.317836,0.000000,0.046212
"{1, 5, 19, 15, 3, 4, 17, 14, 2, 12, 6, 18, 10, 20, 13, 9, 7, 8, 11, 16, 1}",3.656457,"{1, 16, 11, 8, 7, 9, 18, 10, 13, 20, 6, 12, 2, 14, 17, 4, 3, 15, 19, 5, 1}",3.681282,0.006789,0.045865
"{1, 16, 18, 4, 11, 10, 3, 13, 8, 19, 9, 12, 6, 5, 2, 15, 7, 14, 20, 17, 1}",3.434102,"{1, 17, 20, 14, 15, 2, 5, 7, 6, 12, 9, 19, 8, 13, 3, 10, 11, 4, 18, 16, 1}",3.453572,0.005669,0.046071
"{1, 18, 13, 7, 6, 10, 3, 20, 5, 19, 15, 12, 8, 11, 9, 17, 2, 14, 4, 16, 1}",4.082583,"{1, 18, 13, 7, 6, 10, 3, 20, 5, 19, 15, 12, 8, 11, 9, 17, 2, 14, 16, 4, 1}",4.118679,0.008841,0.046128
